	mzmed
2809	1057.7610645048599
2810	1058.6760412182302
2811	1059.6273195480999
2812	1063.73616746834
2813	1063.95824903311
2814	1064.80934457036
2815	1064.96160078552
2816	1065.3108102572999
2817	1065.81140198773
2818	1065.9648334144802
2819	1066.79981200759
2820	1067.29873996561
2821	1067.90538831759
2822	1068.78757529886
2823	1068.90852879881
2824	1069.9090250304303
2825	1071.81616621325
2826	1072.31835452635
2827	1072.8089078272199
2828	1073.80467282338
2829	1073.9260193484
2830	1074.92932095848
2831	1078.82463191121
2832	1079.7307359819501
2833	1080.73046272737
2834	1082.78930794095
2835	1083.88240402502
2836	1084.88592470223
2837	1089.89977374716
2838	1090.90313456835
2839	1091.90635457344
2840	1092.90900232614
2841	1093.68659450782
2842	1098.80227856764
2843	1099.30144556261
2844	1099.7334953958
2845	1099.8014327835
2846	1099.85574973768
2847	1100.79034700667
2848	1101.28610815148
2849	1105.8097051788302
2850	1105.8734712437101
2851	1105.95295668207
2852	1106.3114966797698
2853	1106.8770639666802
2854	1107.57767185603
2855	1107.8797831613
2856	1108.76634807962
2857	1109.57666404247
2858	1109.6823967680803
2859	1110.6860547747801
2860	1112.81564130226
2861	1113.89970974875
2862	1114.80293122886
2863	1114.90316461765
2864	1115.83934639084
2865	1115.91024881789
2866	1116.91529380075
2867	1124.75706786608
2868	1131.94556745347
2869	1132.79597430715
2870	1132.94916954335
2871	1133.2974658892401
2872	1133.79790774323
2873	1134.78664481596
2874	1136.7756443618
2875	1138.78537820922
2876	1139.80224798111
2877	1140.30500641573
2878	1141.79092498901
2879	1143.91287321482
2880	1146.81110256843
2881	1150.77581450978
2882	1151.78640071138
2883	1152.7907803580902
2884	1157.8870473214
2885	1158.8905443096698
2886	1159.8969464121801
2887	1163.90635616913
2888	1164.90929837497
2889	1165.91056337577
2890	1166.7888224558
2891	1167.2904879910302
2892	1167.78499326381
2893	1167.9321119945698
2894	1168.77878355522
2895	1168.935099909
2896	1169.78175508233
2897	1169.9279918044301
2898	1170.9308969345698
2899	1171.96884082184
2900	1172.97199376289
2901	1173.75962689946
2902	1173.79596187364
2903	1173.97301397262
2904	1174.29610761199
2905	1174.7632040589
2906	1175.2879415337402
2907	1175.78429059854
2908	1175.77537604016
2909	1175.99492211196
2910	1176.77880680145
2911	1177.7822269853
2912	1177.99082108779
2913	1178.9935925607901
2914	1179.88346552144
2915	1180.80172431851
2916	1180.88672415007
2917	1182.78915986729
2918	1184.76924020769
2919	1185.9006618467802
2920	1186.9041237427198
2921	1187.90785891965
2922	1187.9454812874199
2923	1188.9118732129
2924	1188.94906240579
2925	1189.95197724574
2926	1193.96342286072
2927	1194.96682180285
2928	1195.8121072026402
2929	1195.85688053479
2930	1195.9702713842098
2931	1196.8597149511302
2932	1196.9733779185099
2933	1197.8611304813198
2934	1200.7825251986599
2935	1201.2840652182401
2936	1201.7845266958802
2937	1201.8744956216601
2938	1202.0243037170599
2939	1202.7737957714999
2940	1202.87803530565
2941	1203.02799228377
2942	1203.88004503974
2943	1203.91966771953
2944	1204.03106202177
2945	1204.76399615705
2946	1204.9224212295098
