,adduct,lm_id
942,M+Na,LMPK12111299
942,M+Na,LMPK12111054
942,M+Na,LMPK12111048
942,M+Na,LMPK12111047
942,M+Na,LMPK12110966
942,M+Na,LMPK12111102
942,M+Na,LMPK12111338
942,M+Na,LMPK12111130
942,M+Na,LMPK12111051
942,M+Na,LMPK12111072
942,M+Na,LMPK12050066
942,M+Na,LMPK12050375
942,M+Na,LMPK12112364
942,M+Na,LMPK12112840
942,M+Na,LMPK12050381
942,M+Na,LMPK12050376
942,M+Na,LMPK12112692
942,M+Na,LMPK12112674
942,M+Na,LMPK12050371
942,M+Na,LMPK12111224
942,M+Na,LMPK12111156
942,M+Na,LMPK12112759
942,M+Na,LMPK12112591
942,M+Na,LMPK12140257
942,M+Na,LMPK12112655
942,M+Na,LMPK12112756
942,M+Na,LMPK12111125
942,M+Na,LMPK12111122
942,M+Na,LMPK12112672
942,M+Na,LMPK12050452
942,M+Na,LMPK12112839
943,M+Na,
944,M+Na,
945,M+Na,
946,M+Na,LMST01080047
946,M+Na,LMPR01090051
947,M+Na,LMPK12160053
948,M+Na,LMPR0104210004
949,M+Na,
950,M+Na,LMPK12112391
951,M+Na,
952,M+Na,
953,M+Na,
954,M+Na,LMPK12120519
954,M+Na,LMPK12140558
954,M+Na,LMPK12120520
954,M+Na,LMPK12140562
954,M+Na,LMPK12120173
954,M+Na,LMPK12140586
954,M+Na,LMPK12120180
954,M+Na,LMPK12140386
954,M+Na,LMPK12140587
955,M+Na,LMPK12120519
955,M+Na,LMPK12140558
955,M+Na,LMPK12120520
955,M+Na,LMPK12140562
955,M+Na,LMPK12120173
955,M+Na,LMPK12140586
955,M+Na,LMPK12120180
955,M+Na,LMPK12140386
955,M+Na,LMPK12140587
956,M+Na,
957,M+Na,
958,M+Na,
959,M+Na,
960,M+Na,
961,M+Na,
962,M+Na,LMST03020403
962,M+Na,LMST01140002
962,M+Na,LMST01080072
962,M+Na,LMST01140001
962,M+Na,LMST04040001
963,M+Na,
964,M+Na,
965,M+Na,
966,M+Na,
967,M+Na,LMGP10050019
968,M+Na,
969,M+Na,
970,M+Na,
971,M+Na,
972,M+Na,
973,M+Na,
974,M+Na,
975,M+Na,
976,M+Na,
977,M+Na,
978,M+Na,
979,M+Na,
980,M+Na,
981,M+Na,
982,M+Na,
983,M+Na,
984,M+Na,
985,M+Na,
986,M+Na,
987,M+Na,
988,M+Na,
989,M+Na,
990,M+Na,
991,M+Na,
992,M+Na,
993,M+Na,
994,M+Na,
995,M+Na,
996,M+Na,
997,M+Na,
998,M+Na,LMFA03020077
998,M+Na,LMFA03020032
998,M+Na,LMFA03020021
998,M+Na,LMFA03020006
999,M+Na,LMGP04070002
1000,M+Na,
1001,M+Na,
1002,M+Na,
1003,M+Na,
1004,M+Na,
1005,M+Na,
1006,M+Na,LMFA01030890
1007,M+Na,
1008,M+Na,
1009,M+Na,
1010,M+Na,
1011,M+Na,
1012,M+Na,
1013,M+Na,
1014,M+Na,
1015,M+Na,LMFA13030001
1016,M+Na,LMFA07010687
1017,M+Na,
1018,M+Na,
1019,M+Na,
1020,M+Na,LMST03020545
1020,M+Na,LMPK12112295
1020,M+Na,LMPK12110927
1020,M+Na,LMPK12112287
1020,M+Na,LMPK12112288
1020,M+Na,LMPK12111539
1020,M+Na,LMPK12140158
1020,M+Na,LMPK12112291
1020,M+Na,LMPK12110906
1020,M+Na,LMPK12140512
1020,M+Na,LMPK12140521
1020,M+Na,LMPK12110889
1020,M+Na,LMPK12140522
1021,M+Na,LMFA13030009
1022,M+Na,LMFA13030009
1023,M+Na,
1024,M+Na,
1025,M+Na,
1026,M+Na,
1027,M+Na,
1028,M+Na,
1029,M+Na,
1030,M+Na,
1031,M+Na,
1032,M+Na,
1033,M+Na,LMPK12140497
1033,M+Na,LMPK12140429
1033,M+Na,LMPK12140486
1034,M+Na,
1035,M+Na,
1036,M+Na,
1037,M+Na,
1038,M+Na,
1039,M+Na,
1040,M+Na,
1041,M+Na,
1042,M+Na,LMFA07011067
1042,M+Na,LMFA07011068
1042,M+Na,LMFA07011070
1042,M+Na,LMFA07011066
1042,M+Na,LMFA07011071
1042,M+Na,LMFA07011069
1042,M+Na,LMFA07011072
1042,M+Na,LMFA07011073
1042,M+Na,LMFA07011007
1043,M+Na,
1044,M+Na,
1045,M+Na,LMFA03120039
1046,M+Na,
1047,M+Na,
1048,M+Na,
1049,M+Na,
1050,M+Na,
1051,M+Na,
1052,M+Na,LMFA03120040
1053,M+Na,
1054,M+Na,
1055,M+Na,LMST05040019
1055,M+Na,LMST05040010
1055,M+Na,LMST05040001
1055,M+Na,LMST05040014
1055,M+Na,LMST05040012
1055,M+Na,LMST05040016
1056,M+Na,
1057,M+Na,
1058,M+Na,
1059,M+Na,
1060,M+Na,LMST01040153
1061,M+Na,
1062,M+Na,
1063,M+Na,
1064,M+Na,LMFA08020178
1065,M+Na,
1066,M+Na,
1067,M+Na,
1068,M+Na,LMSP02020021
1069,M+Na,
1070,M+Na,
1071,M+Na,LMPR04000023
1072,M+Na,
1073,M+Na,
1074,M+Na,
1075,M+Na,
1076,M+Na,
1077,M+Na,
1078,M+Na,
1079,M+Na,
1080,M+Na,LMPK12110784
1080,M+Na,LMPK12110717
1081,M+Na,
1082,M+Na,
1083,M+Na,
1084,M+Na,
1085,M+Na,LMPK12111355
1085,M+Na,LMPK12110144
1085,M+Na,LMPK12110701
1085,M+Na,LMPK12110531
1086,M+Na,
1087,M+Na,LMFA08020183
1088,M+Na,
1089,M+Na,
1090,M+Na,LMFA07010015
1091,M+Na,
1092,M+Na,
1093,M+Na,
1094,M+Na,
1095,M+Na,LMST01010109
1095,M+Na,LMST01120021
1096,M+Na,
1097,M+Na,
1098,M+Na,
1099,M+Na,
1100,M+Na,
1101,M+Na,
1102,M+Na,
1103,M+Na,LMFA07011054
1103,M+Na,LMFA07011056
1103,M+Na,LMFA07011092
1103,M+Na,LMFA07011057
1103,M+Na,LMFA07011050
1103,M+Na,LMFA07011055
1103,M+Na,LMFA07011091
1103,M+Na,LMFA07011097
1103,M+Na,LMFA07011090
1103,M+Na,LMFA07011052
1103,M+Na,LMFA07011093
1103,M+Na,LMFA07011053
1103,M+Na,LMFA07011051
1103,M+Na,LMFA07011096
1103,M+Na,LMFA07011094
1103,M+Na,LMFA07011095
1104,M+Na,
1105,M+Na,
1106,M+Na,
1107,M+Na,
1108,M+Na,
1109,M+Na,
1110,M+Na,LMPR01070259
1110,M+Na,LMPR01070199
1110,M+Na,LMPR01070086
1110,M+Na,LMPR01070091
1110,M+Na,LMPR01070162
1110,M+Na,LMPR01070219
1111,M+Na,LMFA07011038
1111,M+Na,LMFA07011034
1111,M+Na,LMFA07011080
1111,M+Na,LMFA07011039
1111,M+Na,LMFA07011035
1111,M+Na,LMFA07011041
1111,M+Na,LMFA07011036
1111,M+Na,LMFA07011037
1111,M+Na,LMFA07011040
1111,M+Na,LMFA07011079
1111,M+Na,LMFA07011081
1111,M+Na,LMFA07011074
1111,M+Na,LMFA07011078
1111,M+Na,LMFA07011075
1111,M+Na,LMFA07011076
1111,M+Na,LMFA07011077
1112,M+Na,LMFA07070069
1113,M+Na,
1114,M+Na,
1115,M+Na,
1116,M+Na,
1117,M+Na,
1118,M+Na,
1119,M+Na,
1120,M+Na,
1121,M+Na,
1122,M+Na,
1123,M+Na,
1124,M+Na,
1125,M+Na,
1126,M+Na,
1127,M+Na,
1128,M+Na,
1129,M+Na,
1130,M+Na,
1131,M+Na,
1132,M+Na,LMST01010181
1133,M+Na,LMPR01070255
1133,M+Na,LMPR01070254
1134,M+Na,
1135,M+Na,
1136,M+Na,
1137,M+Na,
1138,M+Na,
1139,M+Na,
1140,M+Na,
1141,M+Na,
1142,M+Na,LMPR04000004
1142,M+Na,LMFA07010689
1143,M+Na,
1144,M+Na,
1145,M+Na,
1146,M+Na,
1147,M+Na,
1148,M+Na,
1149,M+Na,
1150,M+Na,
1151,M+Na,
1152,M+Na,
1153,M+Na,LMPR01070084
1154,M+Na,
1155,M+Na,
1156,M+Na,
1157,M+Na,LMSP02010060
1158,M+Na,
1159,M+Na,
1160,M+Na,
1161,M+Na,LMGL02040001
1162,M+Na,
1163,M+Na,
1164,M+Na,
1165,M+Na,
1166,M+Na,
1167,M+Na,
1168,M+Na,
1169,M+Na,
1170,M+Na,
1171,M+Na,
1172,M+Na,
1173,M+Na,
1174,M+Na,
1175,M+Na,
1176,M+Na,
1177,M+Na,LMPR01070113
1178,M+Na,LMGP01050004
1179,M+Na,
1180,M+Na,
1181,M+Na,
1182,M+Na,
1183,M+Na,
1184,M+Na,LMFA07010684
1184,M+Na,LMFA07010163
1185,M+Na,
1186,M+Na,
1187,M+Na,
1188,M+Na,
1189,M+Na,
1190,M+Na,
1191,M+Na,
1192,M+Na,
1193,M+Na,
1194,M+Na,
1195,M+Na,LMFA07010014
1195,M+Na,LMPR04000010
1196,M+Na,
1197,M+Na,
1198,M+Na,
1199,M+Na,
1200,M+Na,
1201,M+Na,
1202,M+Na,
1203,M+Na,
1204,M+Na,
1205,M+Na,
1206,M+Na,LMPK12110205
1206,M+Na,LMPK12111862
1206,M+Na,LMPK12111111
1206,M+Na,LMPK12110207
1206,M+Na,LMPK12110240
1206,M+Na,LMPK12110206
1206,M+Na,LMPK12111459
1206,M+Na,LMPK12050175
1206,M+Na,LMPK12110246
1206,M+Na,LMPK12110307
1206,M+Na,LMPK12110286
1206,M+Na,LMPK12130016
1206,M+Na,LMPK12110245
1206,M+Na,LMPK12111906
1206,M+Na,LMPK12110243
1206,M+Na,LMPK12110354
1206,M+Na,LMPK12111869
1206,M+Na,LMPK12111861
1206,M+Na,LMPK12110244
1206,M+Na,LMPK12110231
1206,M+Na,LMPK12050177
1206,M+Na,LMPK12111116
1206,M+Na,LMPK12110353
1206,M+Na,LMPK12110260
1206,M+Na,LMPK12110310
1206,M+Na,LMPK12110309
1206,M+Na,LMPK12110242
1206,M+Na,LMPK12111855
1206,M+Na,LMPK12110241
1206,M+Na,LMPK12111153
1206,M+Na,LMPK12110210
1206,M+Na,LMPK12110211
1206,M+Na,LMPK12110212
1206,M+Na,LMPK12110351
1206,M+Na,LMPK12112961
1206,M+Na,LMPK12110259
1206,M+Na,LMPK12111859
1206,M+Na,LMPK12110308
1206,M+Na,LMPK12110391
1206,M+Na,LMPK12111863
1206,M+Na,LMPK12110352
1206,M+Na,LMPK12110208
1206,M+Na,LMPK12110209
1206,M+Na,LMPK12110491
1206,M+Na,LMPK12110780
1206,M+Na,LMPK12050164
1206,M+Na,LMPK12110337
1206,M+Na,LMPK12111856
1207,M+Na,
1208,M+Na,
1209,M+Na,LMFA07011065
1209,M+Na,LMFA07011063
1209,M+Na,LMFA07011062
1209,M+Na,LMFA07011061
1209,M+Na,LMFA07011064
1209,M+Na,LMFA07011060
1209,M+Na,LMFA07011059
1209,M+Na,LMFA07011058
1210,M+Na,
1211,M+Na,LMSP02010081
1212,M+Na,
1213,M+Na,
1214,M+Na,
1215,M+Na,
1216,M+Na,
1217,M+Na,LMGL02010341
1217,M+Na,LMGL02010010
1217,M+Na,LMGL02010384
1217,M+Na,LMGL02010452
1217,M+Na,LMGL02010429
1217,M+Na,LMGL02010407
1218,M+Na,
1219,M+Na,LMFA07011043
1219,M+Na,LMFA07011042
1219,M+Na,LMFA07011044
1219,M+Na,LMFA07011046
1219,M+Na,LMFA07011047
1219,M+Na,LMFA07011048
1219,M+Na,LMFA07011049
1219,M+Na,LMFA07011045
1220,M+Na,
1221,M+Na,
1222,M+Na,
1223,M+Na,LMPR01070273
1223,M+Na,LMPR01070261
1223,M+Na,LMPR01070036
1223,M+Na,LMPR01070037
1223,M+Na,LMPR01070030
1223,M+Na,LMPR01070029
1223,M+Na,LMPR01070186
1223,M+Na,LMPR01070179
1223,M+Na,LMPR01070031
1223,M+Na,LMPR01070038
1223,M+Na,LMPR01070033
1223,M+Na,LMPR01070152
1223,M+Na,LMPR01070043
1223,M+Na,LMPR01070172
1223,M+Na,LMPR01070034
1223,M+Na,LMPR01070274
1223,M+Na,LMPR01070035
1223,M+Na,LMPR01070288
1223,M+Na,LMPR01070049
1223,M+Na,LMPR01070040
1223,M+Na,LMPR01070039
1223,M+Na,LMPR01070013
1223,M+Na,LMPR01070289
1223,M+Na,LMPR01070185
1223,M+Na,LMPR01070303
1224,M+Na,LMGL02010340
1224,M+Na,LMGL02010009
1224,M+Na,LMGL02010363
1224,M+Na,LMGL02010428
1224,M+Na,LMGL02010001
1224,M+Na,LMGL02010383
1225,M+Na,
1226,M+Na,
1227,M+Na,LMSP02020019
1228,M+Na,
1229,M+Na,
1230,M+Na,
1231,M+Na,
1232,M+Na,
1233,M+Na,
1234,M+Na,
1235,M+Na,
1236,M+Na,LMSP00000001
1237,M+Na,
1238,M+Na,
1239,M+Na,
1240,M+Na,LMST01040254
1240,M+Na,LMST01040202
1240,M+Na,LMST01040201
1240,M+Na,LMST01040199
1240,M+Na,LMST01040204
1241,M+Na,LMFA13010053
1241,M+Na,LMFA13010052
1241,M+Na,LMFA13010020
1242,M+Na,LMGL02010368
1242,M+Na,LMGL02010458
1243,M+Na,
1244,M+Na,
1245,M+Na,
1246,M+Na,
1247,M+Na,
1248,M+Na,
1249,M+Na,
1250,M+Na,
1251,M+Na,
1252,M+Na,
1253,M+Na,LMST01080094
1253,M+Na,LMST03020671
1254,M+Na,
1255,M+Na,
1256,M+Na,LMST01040251
1256,M+Na,LMST01040200
1256,M+Na,LMST01040197
1257,M+Na,LMGL02010367
1257,M+Na,LMGL02010434
1257,M+Na,LMGL02010019
1257,M+Na,LMGL02010457
1258,M+Na,LMFA05000691
1259,M+Na,
1260,M+Na,
1261,M+Na,
1262,M+Na,
1263,M+Na,
1264,M+Na,LMSP02010061
1265,M+Na,
1266,M+Na,LMST01040205
1267,M+Na,
1268,M+Na,
1269,M+Na,
1270,M+Na,
1271,M+Na,
1272,M+Na,
1273,M+Na,
1274,M+Na,
1275,M+Na,
1276,M+Na,
1277,M+Na,
1278,M+Na,
1279,M+Na,
1280,M+Na,
1281,M+Na,
1282,M+Na,
1283,M+Na,
1284,M+Na,
1285,M+Na,
1286,M+Na,
1287,M+Na,LMPK12120165
1287,M+Na,LMPK12140374
1288,M+Na,
1289,M+Na,
1290,M+Na,
1291,M+Na,
1292,M+Na,
1293,M+Na,
1294,M+Na,
1295,M+Na,
1296,M+Na,
1297,M+Na,
1298,M+Na,LMFA05000693
1299,M+Na,
1300,M+Na,
1301,M+Na,
1302,M+Na,
1303,M+Na,
1304,M+Na,
1305,M+Na,
1306,M+Na,LMPR01070217
1307,M+Na,LMPR01070217
1308,M+Na,LMGL02010393
1308,M+Na,LMGL02010416
1308,M+Na,LMGL02010352
1308,M+Na,LMGL02010499
1309,M+Na,
1310,M+Na,LMFA07010685
1310,M+Na,LMFA07010169
1310,M+Na,LMFA07010168
1311,M+Na,
1312,M+Na,
1313,M+Na,
1314,M+Na,
1315,M+Na,
1316,M+Na,
1317,M+Na,
1318,M+Na,LMGL02010028
1318,M+Na,LMGL02010392
1318,M+Na,LMGL02010498
1318,M+Na,LMGL02010475
1318,M+Na,LMGL02010415
1318,M+Na,LMGL02010351
1318,M+Na,LMGL02010035
1319,M+Na,LMFA07010691
1320,M+Na,LMFA07010691
1321,M+Na,
1322,M+Na,
1323,M+Na,
1324,M+Na,
1325,M+Na,
1326,M+Na,
1327,M+Na,
1328,M+Na,
1329,M+Na,
1330,M+Na,
1331,M+Na,
1332,M+Na,LMGL02010032
1332,M+Na,LMGL02010414
1332,M+Na,LMGL02010474
1332,M+Na,LMGL02010350
1332,M+Na,LMGL02010024
1332,M+Na,LMGL02010391
1332,M+Na,LMGL02010031
1333,M+Na,
1334,M+Na,
1335,M+Na,
1336,M+Na,
1337,M+Na,
1338,M+Na,
1339,M+Na,
1340,M+Na,
1341,M+Na,
1342,M+Na,
1343,M+Na,
1344,M+Na,
1345,M+Na,
1346,M+Na,
1347,M+Na,
1348,M+Na,
1349,M+Na,LMGL02010307
1349,M+Na,LMGL02010005
1349,M+Na,LMGL02010459
1349,M+Na,LMGL02010412
1349,M+Na,LMGL02010389
1349,M+Na,LMGL02010023
1349,M+Na,LMGL02010004
1349,M+Na,LMGL02010006
1349,M+Na,LMGL02010348
1349,M+Na,LMGL02010018
1350,M+Na,
1351,M+Na,LMFA07010887
1352,M+Na,
1353,M+Na,LMPK12112453
1353,M+Na,LMPK12110885
1353,M+Na,LMPK12112441
1353,M+Na,LMPK12112052
1353,M+Na,LMPK12112044
1353,M+Na,LMPK12110834
1353,M+Na,LMPK12112231
1353,M+Na,LMPK12112043
1353,M+Na,LMPK12112042
1353,M+Na,LMPK12110835
1353,M+Na,LMPK12112195
1353,M+Na,LMPK12113105
1353,M+Na,LMPK12110498
1353,M+Na,LMPK12112087
1353,M+Na,LMPK12112089
1353,M+Na,LMPK12112090
1353,M+Na,LMPK12111217
1353,M+Na,LMPK12112091
1353,M+Na,LMPK12112189
1353,M+Na,LMPK12112196
1353,M+Na,LMPK12111207
1353,M+Na,LMPK12112088
1353,M+Na,LMPK12112099
1354,M+Na,
1355,M+Na,
1356,M+Na,
1357,M+Na,
1358,M+Na,
1359,M+Na,
1360,M+Na,
1361,M+Na,
1362,M+Na,
1363,M+Na,LMPR01070010
1363,M+Na,LMPR01070074
1363,M+Na,LMPR01070146
1363,M+Na,LMPR01070103
1363,M+Na,LMPR01070006
1364,M+Na,
1365,M+Na,LMPR01070176
1366,M+Na,
1367,M+Na,
1368,M+Na,
1369,M+Na,
1370,M+Na,
1371,M+Na,
1372,M+Na,
1373,M+Na,
1374,M+Na,LMPR01070151
1375,M+Na,
1376,M+Na,
1377,M+Na,
1378,M+Na,
1379,M+Na,
1380,M+Na,
1381,M+Na,
1382,M+Na,
1383,M+Na,LMSP03020029
1384,M+Na,
1385,M+Na,
1386,M+Na,
1387,M+Na,
1388,M+Na,
1389,M+Na,
1390,M+Na,
1391,M+Na,
1392,M+Na,
1393,M+Na,LMFA13010009
1393,M+Na,LMFA13010026
1393,M+Na,LMFA13010011
1393,M+Na,LMFA13010012
1394,M+Na,
1395,M+Na,
1396,M+Na,
1397,M+Na,
1398,M+Na,
1399,M+Na,LMSP01080019
1399,M+Na,LMSP02010028
1400,M+Na,
1401,M+Na,
1402,M+Na,LMGP10010932
1402,M+Na,LMGP10010048
1402,M+Na,LMGP10010138
1402,M+Na,LMGP10010224
1402,M+Na,LMGP10010190
1402,M+Na,LMGP10010070
1403,M+Na,
1404,M+Na,
1405,M+Na,LMGL02030029
1406,M+Na,
1407,M+Na,
1408,M+Na,
1409,M+Na,
1410,M+Na,
1411,M+Na,
1412,M+Na,
1413,M+Na,
1414,M+Na,
1415,M+Na,
1416,M+Na,
1417,M+Na,LMPR01070153
1418,M+Na,
1419,M+Na,
1420,M+Na,
1421,M+Na,
1422,M+Na,
1423,M+Na,
1424,M+Na,
1425,M+Na,
1426,M+Na,
1427,M+Na,
1428,M+Na,
1429,M+Na,
1430,M+Na,
1431,M+Na,
1432,M+Na,
1433,M+Na,
1434,M+Na,
1435,M+Na,
1436,M+Na,
1437,M+Na,
1438,M+Na,
1439,M+Na,
1440,M+Na,
1441,M+Na,
1442,M+Na,
1443,M+Na,
1444,M+Na,
1445,M+Na,
1446,M+Na,LMGL02010480
1446,M+Na,LMGL02010399
1446,M+Na,LMGL02010503
1446,M+Na,LMGL02010070
1446,M+Na,LMGL02010422
1446,M+Na,LMGL02010064
1446,M+Na,LMGL02010069
1446,M+Na,LMGL02010063
1447,M+Na,
1448,M+Na,
1449,M+Na,
1450,M+Na,
1451,M+Na,
1452,M+Na,
1453,M+Na,
1454,M+Na,
1455,M+Na,LMGP06050026
1456,M+Na,
1457,M+Na,
1458,M+Na,
1459,M+Na,LMST01020039
1460,M+Na,LMST01020039
1461,M+Na,
1462,M+Na,
1463,M+Na,
1464,M+Na,
1465,M+Na,LMSP02050003
1466,M+Na,LMSP02050003
1467,M+Na,
1468,M+Na,
1469,M+Na,
1470,M+Na,
1471,M+Na,
1472,M+Na,LMGP10010937
1472,M+Na,LMGP10010979
1472,M+Na,LMGP10010943
1472,M+Na,LMGP10010898
1472,M+Na,LMGP10010976
1472,M+Na,LMGP10010978
1472,M+Na,LMGP10010890
1473,M+Na,
1474,M+Na,
1475,M+Na,
1476,M+Na,
1477,M+Na,
1478,M+Na,
1479,M+Na,
1480,M+Na,
1481,M+Na,LMFA05000646
1481,M+Na,LMPK03000011
1481,M+Na,LMPK03000012
1481,M+Na,LMPK03000010
1482,M+Na,
1483,M+Na,
1484,M+Na,
1485,M+Na,
1486,M+Na,
1487,M+Na,
1488,M+Na,
1489,M+Na,
1490,M+Na,
1491,M+Na,
1492,M+Na,
1493,M+Na,
1494,M+Na,
1495,M+Na,
1496,M+Na,
1497,M+Na,
1498,M+Na,
1499,M+Na,
1500,M+Na,
1501,M+Na,LMFA00000001
1501,M+Na,LMGL02010472
1501,M+Na,LMGL02010449
1501,M+Na,LMGL02010102
1501,M+Na,LMGL02010103
1502,M+Na,
1503,M+Na,
1504,M+Na,
1505,M+Na,
1506,M+Na,
1507,M+Na,
1508,M+Na,
1509,M+Na,
1510,M+Na,
1511,M+Na,
1512,M+Na,
1513,M+Na,
1514,M+Na,LMGL02010318
1515,M+Na,LMGP10030008
1515,M+Na,LMGP10030031
1515,M+Na,LMSP03020003
1515,M+Na,LMSP03020030
1515,M+Na,LMSP03020047
1516,M+Na,
1517,M+Na,
1518,M+Na,
1519,M+Na,
1520,M+Na,
1521,M+Na,
1522,M+Na,
1523,M+Na,
1524,M+Na,
1525,M+Na,
1526,M+Na,
1527,M+Na,LMSP03020001
1527,M+Na,LMSP03020019
1528,M+Na,
1529,M+Na,
1530,M+Na,
1531,M+Na,
1532,M+Na,
1533,M+Na,
1534,M+Na,LMGP02010424
1534,M+Na,LMGP02010407
1534,M+Na,LMGP02010362
1534,M+Na,LMGP02010514
1534,M+Na,LMGP02010384
1534,M+Na,LMGP02010475
1535,M+Na,
1536,M+Na,
1537,M+Na,
1538,M+Na,
1539,M+Na,
1540,M+Na,
1541,M+Na,
1542,M+Na,
1543,M+Na,LMGP10010074
1543,M+Na,LMGP10010306
1543,M+Na,LMGP10010055
1543,M+Na,LMGP10010912
1543,M+Na,LMGP10010094
1543,M+Na,LMGP10010225
1543,M+Na,LMGP10010872
1543,M+Na,LMGP10010919
1543,M+Na,LMGL02010513
1544,M+Na,
1545,M+Na,
1546,M+Na,
1547,M+Na,
1548,M+Na,LMGL02030030
1549,M+Na,
1550,M+Na,
1551,M+Na,
1552,M+Na,LMGP02040008
1553,M+Na,LMGP02040008
1554,M+Na,
1555,M+Na,
1556,M+Na,
1557,M+Na,
1558,M+Na,
1559,M+Na,
1560,M+Na,
1561,M+Na,
1562,M+Na,
1563,M+Na,LMPK12113134
1563,M+Na,LMPK12110555
1563,M+Na,LMPK12110887
1564,M+Na,
1565,M+Na,
1566,M+Na,
1567,M+Na,
1568,M+Na,
1569,M+Na,LMGL02010131
1569,M+Na,LMGL02010132
1569,M+Na,LMGL02010130
1569,M+Na,LMGL02010161
1569,M+Na,LMGL02010487
1569,M+Na,LMGL02010510
1569,M+Na,LMGL02010162
1570,M+Na,
1571,M+Na,
1572,M+Na,
1573,M+Na,
1574,M+Na,
1575,M+Na,LMFA07030001
1576,M+Na,
1577,M+Na,LMGP10010119
1577,M+Na,LMGP10010169
1577,M+Na,LMGP10010587
1577,M+Na,LMGP10010281
1577,M+Na,LMGP10010397
1577,M+Na,LMGP10010059
1577,M+Na,LMGP10010341
1577,M+Na,LMGP10010928
1577,M+Na,LMGP10010097
1577,M+Na,LMGP10010366
1578,M+Na,
1579,M+Na,LMGP10010119
1579,M+Na,LMGP10010169
1579,M+Na,LMGP10010587
1579,M+Na,LMGP10010281
1579,M+Na,LMGP10010397
1579,M+Na,LMGP10010059
1579,M+Na,LMGP10010341
1579,M+Na,LMGP10010928
1579,M+Na,LMGP10010097
1579,M+Na,LMGP10010366
1580,M+Na,
1581,M+Na,
1582,M+Na,LMGL02010486
1582,M+Na,LMGL02010119
1582,M+Na,LMGL02010150
1582,M+Na,LMGL02010149
1582,M+Na,LMGL02010122
1582,M+Na,LMGL02010120
1582,M+Na,LMGL02010121
1582,M+Na,LMGL02010509
1583,M+Na,
1584,M+Na,
1585,M+Na,
1586,M+Na,
1587,M+Na,
1588,M+Na,
1589,M+Na,
1590,M+Na,
1591,M+Na,
1592,M+Na,
1593,M+Na,
1594,M+Na,
1595,M+Na,LMFA07020004
1596,M+Na,LMGP10020010
1596,M+Na,LMGP10030033
1596,M+Na,LMGP10030010
1597,M+Na,LMGP10020010
1597,M+Na,LMGP10030033
1597,M+Na,LMGP10030010
1598,M+Na,
1599,M+Na,LMGL02010138
1599,M+Na,LMGL02010508
1599,M+Na,LMGL02010110
1599,M+Na,LMGL02010485
1599,M+Na,LMGL02010108
1599,M+Na,LMGL02010109
1599,M+Na,LMGL02010126
1599,M+Na,LMGL02010111
1600,M+Na,LMST01020063
1601,M+Na,
1602,M+Na,
1603,M+Na,
1604,M+Na,
1605,M+Na,
1606,M+Na,
1607,M+Na,
1608,M+Na,
1609,M+Na,LMGP10010526
1609,M+Na,LMGP10010141
1609,M+Na,LMGP10010479
1609,M+Na,LMGP10010307
1609,M+Na,LMGP10010226
1609,M+Na,LMGP10010882
1609,M+Na,LMGP10010117
1609,M+Na,LMGP10010911
1609,M+Na,LMGP10010019
1609,M+Na,LMGP10010205
1609,M+Na,LMGP10010167
1609,M+Na,LMGP10010057
1609,M+Na,LMGP10010250
1609,M+Na,LMGP10010080
1610,M+Na,LMGP10010526
1610,M+Na,LMGP10010141
1610,M+Na,LMGP10010479
1610,M+Na,LMGP10010307
1610,M+Na,LMGP10010226
1610,M+Na,LMGP10010882
1610,M+Na,LMGP10010117
1610,M+Na,LMGP10010911
1610,M+Na,LMGP10010019
1610,M+Na,LMGP10010205
1610,M+Na,LMGP10010167
1610,M+Na,LMGP10010057
1610,M+Na,LMGP10010250
1610,M+Na,LMGP10010080
1611,M+Na,
1612,M+Na,LMGP10030057
1612,M+Na,LMGP10030009
1612,M+Na,LMGP10020024
1612,M+Na,LMGP10030032
1612,M+Na,LMGP10020009
1613,M+Na,LMGL02010116
1613,M+Na,LMGL02010099
1613,M+Na,LMGL02010101
1613,M+Na,LMGL02010098
1613,M+Na,LMGL02010100
1613,M+Na,LMGL02010484
1613,M+Na,LMGL02010137
1614,M+Na,
1615,M+Na,LMST01020062
1615,M+Na,LMST01020009
1615,M+Na,LMST01020060
1616,M+Na,
1617,M+Na,
1618,M+Na,
1619,M+Na,
1620,M+Na,
1621,M+Na,
1622,M+Na,
1623,M+Na,
1624,M+Na,
1625,M+Na,
1626,M+Na,
1627,M+Na,
1628,M+Na,
1629,M+Na,
1630,M+Na,LMGP20010008
1631,M+Na,
1632,M+Na,
1633,M+Na,
1634,M+Na,
1635,M+Na,
1636,M+Na,
1637,M+Na,LMGL02010206
1638,M+Na,LMGL02010206
1639,M+Na,
1640,M+Na,LMPK12111805
1640,M+Na,LMPK12112260
1640,M+Na,LMPK12110874
1640,M+Na,LMPK12110863
1640,M+Na,LMPK12110692
1640,M+Na,LMPK12112221
1640,M+Na,LMPK12111954
1640,M+Na,LMPK12111121
1640,M+Na,LMPK12110693
1640,M+Na,LMPK12111344
1640,M+Na,LMPK12112080
1640,M+Na,LMPK12112387
1641,M+Na,
1642,M+Na,
1643,M+Na,
1644,M+Na,
1645,M+Na,
1646,M+Na,
1647,M+Na,
1648,M+Na,
1649,M+Na,
1650,M+Na,
1651,M+Na,
1652,M+Na,
1653,M+Na,
1654,M+Na,
1655,M+Na,
1656,M+Na,
1657,M+Na,
1658,M+Na,
1659,M+Na,
